,Dummy,Directive,Stoppable,Robin,FineSorter,Dependent,MDummy6_2,MDirective6_2,MStoppable6_2,MRobin6_2,MFineSorter6_2,MDependent6_2,MDummy3_4,MDirective3_4,MStoppable3_4,MRobin3_4,MFineSorter3_4,MDependent3_4,MDummy2_8,MDirective2_8,MStoppable2_8,MRobin2_8,MFineSorter2_8,MDependent2_8,Aggregator
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.300000_1000_100_.txt,98.9629,0.0,7.18889,73.9101,0.0,0.0,0.0,0.0,0.0,70.7631,0.0,0.0,330.498,0.0,71.5543,160.654,0.0,0.0,75.1056,0.0,165.858,1.12518,0.0,0.0,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.300000_1000_500_.txt,92.9007,0.0,52.3049,466.524,213.961,186.29,69.5436,0.0,0.0,366.824,213.961,213.961,64.7416,0.0,213.961,390.642,213.961,431.7,0.0,0.0,0.0,213.961,213.961,424.273,279.434
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.300000_200_100_.txt,126.002,0.0,85.3753,24.2752,9.17533,4.118,20.529,0.0,9.33431,23.5541,9.17533,30.0529,15.1691,0.0,20.8775,40.083,9.17533,30.0529,177.206,0.0,9.17533,166.815,9.17533,30.0529,30.0529
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.300000_200_500_.txt,89.4056,0.0,106.539,0.0,0.0,0.0,0.0,0.0,0.0,115.863,0.0,222.362,0.0,0.0,222.362,0.0,0.0,0.0,0.0,0.0,0.0,243.662,0.0,0.0,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.450000_1000_100_.txt,149.781,36.1898,19.4941,205.085,0.0,109.266,9.21496,36.1898,205.085,12.7532,0.0,30.8784,26.4258,36.1898,28.3704,5.8122,0.0,46.4893,205.36,36.1898,16.6854,241.449,0.0,30.8784,219.127
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.450000_1000_500_.txt,61.5317,0.0,31.272,261.356,0.0,115.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.8159,0.0,93.8159,85.4138,0.0,0.0,93.8159,0.0,0.0,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.450000_200_100_.txt,15.7263,11.8142,19.7795,108.866,30.0979,191.862,24.664,11.8142,14.6203,11.8142,30.0979,67.7453,30.0979,11.8142,24.664,11.8142,30.0979,117.341,24.664,11.8142,24.664,11.8142,30.0979,67.7453,14.6203
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.450000_200_500_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.690000_1000_100_.txt,0.0,0.0,0.0,0.0,0.0,181.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.6859,0.0,0.0,0.0,0.0,0.0,81.6859,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.690000_1000_500_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.690000_200_100_.txt,108.402,10.0392,103.348,202.715,75.2206,34.8005,75.2206,10.0392,155.827,7.93182,75.2206,159.602,75.2206,10.0392,163.027,7.93182,75.2206,75.2206,84.9085,10.0392,75.2206,6.00008,75.2206,159.602,75.2206
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.300000_0.690000_200_500_.txt,34.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423631,0.0,0.0,0.0,0.0,0.0,44.7605,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.450000_0.300000_1000_100_.txt,113.295,0.0,234.061,336.746,0.0,197.987,0.0,0.0,0.0,77.4825,0.0,31.4814,0.0,0.0,216.663,0.0,0.0,427.571,0.0,0.0,0.0,0.0,0.0,505.926,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.450000_0.300000_1000_500_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.450000_0.300000_200_100_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.450000_0.300000_200_500_.txt,568.195,0.0,446.991,24.2684,85.4457,520.972,520.635,0.0,467.352,507.613,85.4457,522.836,196.901,0.0,582.667,0.0,85.4457,653.127,24.0995,0.0,653.048,0.0,85.4457,520.635,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.450000_0.450000_1000_100_.txt,0.0,0.0,0.0,0.0,0.0,22.0679,33.1018,0.0,0.0,24.9434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.133
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.450000_0.450000_1000_500_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/20_70/2349008_20_70_0.300000_0.450000_0.450000_200_100_.txt,1.13094,0.640462,0.868947,1.04637,1.06935,0.705561,1.0368,0.640462,0.418358,1.06935,1.06935,0.436548,1.00712,0.640462,1.05978,1.04637,1.06935,1.33549,0.640462,0.640462,1.39198,0.640462,1.06935,1.33549,0.428889
