,Dummy,Directive,Stoppable,Robin,FineSorter,Dependent,MDummy6_2,MDirective6_2,MStoppable6_2,MRobin6_2,MFineSorter6_2,MDependent6_2,MDummy3_4,MDirective3_4,MStoppable3_4,MRobin3_4,MFineSorter3_4,MDependent3_4,MDummy2_8,MDirective2_8,MStoppable2_8,MRobin2_8,MFineSorter2_8,MDependent2_8,Aggregator
../../dataset_directory_big/50_70/2349008_50_70_0.300000_0.300000_0.300000_1000_100_.txt,39.083,16.9264,30.5814,5.60365,16.9264,31.4416,48.5521,16.9264,39.1584,16.9264,16.9264,50.7028,69.9034,16.9264,16.9264,28.5306,16.9264,50.7028,5.60365,16.9264,5.60365,28.5306,16.9264,48.5521,29.7002
../../dataset_directory_big/50_70/2349008_50_70_0.300000_0.300000_0.300000_1000_500_.txt,1.49663,0.0,116.546,19.7309,0.0,121.437,0.0,0.0,0.0,0.0,0.0,177.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.835,0.0
../../dataset_directory_big/50_70/2349008_50_70_0.300000_0.300000_0.300000_200_100_.txt,13.21,5.66602,5.9703,27.2724,6.79701,14.9702,13.4277,5.66602,19.5108,39.8451,6.79701,5.66602,5.66602,5.66602,51.8546,19.5108,6.79701,5.66602,5.66602,5.66602,6.57886,5.66602,6.79701,6.57886,6.57886
../../dataset_directory_big/50_70/2349008_50_70_0.300000_0.300000_0.300000_200_500_.txt,0.0,0.0,0.0,71.8833,0.0,2.88665,0.0,0.0,0.0,0.0,0.0,0.0,5.60162,0.0,3.89936,29.1771,0.0,0.0,54.4685,0.0,28.3276,18.6472,0.0,0.0,0.0
../../dataset_directory_big/50_70/2349008_50_70_0.300000_0.450000_0.300000_1000_100_.txt,0.0,0.0,2.63436,0.0,0.0,25.3151,33.3714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5751,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_70/465677_50_70_0.300000_0.300000_0.300000_1000_100_.txt,4.87515,0.0,0.56622,0.580844,0.0,113.183,38.0546,0.0,0.0,0.580844,0.0,0.580844,0.0,0.0,1.77064,23.3396,0.0,85.0349,10.0391,0.0,48.8871,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_70/465677_50_70_0.300000_0.300000_0.300000_1000_500_.txt,11.856,0.0,5.29232,6.49653,6.62832,2.14613,0.0,0.0,6.62832,6.34923,6.62832,0.0,0.0,0.0,0.0,14.8575,6.62832,0.0,16.7569,0.0,0.0,1.41869,6.62832,0.0,0.0
../../dataset_directory_big/50_70/465677_50_70_0.300000_0.300000_0.300000_200_100_.txt,5.16959,2.68689,5.1562,10.0658,15.1261,11.2512,7.38673,2.68689,7.38673,4.62954,15.1261,10.0658,8.59181,2.68689,20.4251,0.642712,15.1261,8.68666,14.4978,2.68689,6.98057,4.62954,15.1261,8.68666,12.9725
../../dataset_directory_big/50_70/465677_50_70_0.300000_0.300000_0.300000_200_500_.txt,82.8771,0.0,4.07024,16.9408,30.287,11.3718,0.0,0.0,117.403,85.2266,30.287,35.4585,18.614,0.0,71.8175,11.1859,30.287,42.216,50.7317,0.0,1.21692,47.072,30.287,0.0,0.0
../../dataset_directory_big/50_70/465677_50_70_0.300000_0.450000_0.300000_1000_100_.txt,17.0248,8.58035,94.0388,33.6469,8.58035,34.609,33.9136,8.58035,8.58035,86.6663,8.58035,8.58035,86.6663,8.58035,33.9136,264.956,8.58035,8.58035,8.58035,8.58035,8.58035,134.917,8.58035,8.58035,33.9136
