,Dummy,Directive,Stoppable,Robin,FineSorter,Dependent,MDummy6_2,MDirective6_2,MStoppable6_2,MRobin6_2,MFineSorter6_2,MDependent6_2,MDummy3_4,MDirective3_4,MStoppable3_4,MRobin3_4,MFineSorter3_4,MDependent3_4,MDummy2_8,MDirective2_8,MStoppable2_8,MRobin2_8,MFineSorter2_8,MDependent2_8,Aggregator
../../dataset_directory_big/45_40/2349008_45_40_0.300000_0.300000_0.300000_1000_100_.txt,70.4999,27.3624,40.5232,68.7356,175.346,59.1953,15.7835,27.3624,124.942,83.0441,175.346,39.8489,59.4687,27.3624,28.0151,59.1953,175.346,44.3843,69.9273,27.3624,102.185,84.5733,175.346,74.1258,6.24325
../../dataset_directory_big/45_40/2349008_45_40_0.300000_0.300000_0.300000_1000_500_.txt,87.0687,113.014,113.68,52.7005,134.444,109.913,86.4446,113.014,101.527,97.1893,134.444,105.438,123.785,113.014,185.034,97.1893,134.444,105.438,146.856,113.014,126.846,62.5882,134.444,105.438,113.014
../../dataset_directory_big/45_40/2349008_45_40_0.300000_0.300000_0.300000_200_100_.txt,6.30821,6.1831,25.5922,21.5322,6.1831,2.72223,57.368,6.1831,20.1099,12.3662,6.1831,0.0,13.2156,6.1831,31.7467,20.1099,6.1831,0.0,18.9246,6.1831,19.0406,0.632138,6.1831,0.0,0.0197543
../../dataset_directory_big/45_40/2349008_45_40_0.300000_0.300000_0.300000_200_500_.txt,40.4155,11.7631,0.522483,120.885,10.6796,8.65695,0.0,11.7631,15.7794,12.632,10.6796,2.72377,94.4234,11.7631,0.0,0.0,10.6796,1.56745,0.0,11.7631,36.4616,0.0,10.6796,1.56745,67.7528
../../dataset_directory_big/45_40/2349008_45_40_0.300000_0.300000_0.450000_1000_100_.txt,4.04773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/45_40/2349008_45_40_0.300000_0.300000_0.450000_1000_500_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9439
../../dataset_directory_big/45_40/2349008_45_40_0.300000_0.300000_0.450000_200_100_.txt,42.4399,39.0342,42.4371,58.974,39.0342,48.8205,68.4346,39.0342,49.1257,50.0984,39.0342,51.3953,72.4564,39.0342,49.1257,73.5237,39.0342,45.5862,44.5055,39.0342,53.1951,48.7761,39.0342,73.5237,46.4778
../../dataset_directory_big/45_40/2349008_45_40_0.300000_0.300000_0.450000_200_500_.txt,0.509787,0.0,0.509787,0.0,0.0,0.0,1.52936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9998
../../dataset_directory_big/45_40/2349008_45_40_0.300000_0.300000_0.690000_1000_100_.txt,16.7885,16.7885,26.7584,16.7885,21.2395,27.499,75.5148,16.7885,40.018,21.2395,21.2395,75.4105,39.6652,16.7885,57.5766,22.127,21.2395,41.131,16.7885,16.7885,50.9457,22.685,21.2395,47.1014,33.2544
../../dataset_directory_big/45_40/2349008_45_40_0.300000_0.300000_0.690000_1000_500_.txt,1.52248,0.0,1.4876,0.0,0.0,47.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
