,Dummy,Directive,Stoppable,Robin,FineSorter,Dependent,MDummy6_2,MDirective6_2,MStoppable6_2,MRobin6_2,MFineSorter6_2,MDependent6_2,MDummy3_4,MDirective3_4,MStoppable3_4,MRobin3_4,MFineSorter3_4,MDependent3_4,MDummy2_8,MDirective2_8,MStoppable2_8,MRobin2_8,MFineSorter2_8,MDependent2_8,Aggregator
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.300000_1000_100_.txt,16.7853,16.5172,16.6437,16.5172,16.546,16.6454,16.5172,16.5172,16.5225,16.5172,16.546,16.5225,33.137,16.5172,16.5172,33.5164,16.546,16.5172,16.5172,16.5172,16.5172,16.5172,16.546,16.5172,16.5172
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.300000_1000_500_.txt,26.4483,0.0,0.0,0.0,0.0,33.0144,195.556,0.0,0.0,0.0,0.0,0.0,148.207,0.0,0.0,0.0,0.0,0.0,143.66,0.0,0.0,0.0,0.0,195.532,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.300000_200_100_.txt,6.92465,10.8467,11.82,10.9898,6.92465,6.92465,6.92465,10.8467,6.92465,6.92465,6.92465,6.92465,9.98784,10.8467,6.92465,6.92465,6.92465,10.8467,13.4804,10.8467,6.92465,6.92465,6.92465,10.8467,6.92465
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.300000_200_500_.txt,172.983,85.4494,30.4503,144.439,85.4494,72.1136,94.9792,85.4494,0.0,129.484,85.4494,5.4274,16.9639,85.4494,339.614,0.0,85.4494,92.5723,85.4494,85.4494,136.004,129.484,85.4494,5.4274,85.4494
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.450000_1000_100_.txt,114.936,76.5109,107.263,130.672,104.955,111.616,108.893,76.5109,192.38,68.8712,104.955,180.125,66.931,76.5109,90.9198,69.9294,104.955,69.9294,137.986,76.5109,152.576,68.8712,104.955,85.8526,104.955
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.450000_1000_500_.txt,62.6886,58.3381,59.2644,58.3381,58.3381,63.3125,62.6375,58.3381,61.117,59.8585,58.3381,61.117,61.117,58.3381,58.3381,187.782,58.3381,69.3261,61.117,58.3381,58.3381,133.264,58.3381,60.2802,59.8585
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.450000_200_100_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.450000_200_500_.txt,1.63236,0.0,1.63236,0.0,0.0,8.09968,0.0,0.0,0.0,26.0221,0.0,4.89707,16.7434,0.0,0.0,26.0221,0.0,6.45324,16.7434,0.0,3.44024,6.45324,0.0,5.45967,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.690000_1000_100_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.690000_1000_500_.txt,35.7208,8.33893,56.8648,24.2557,63.8012,65.4055,24.0878,8.33893,63.7565,30.5898,63.8012,158.565,96.8212,8.33893,9.01053,7.93478,63.8012,85.738,63.8012,8.33893,1.37676,15.4578,63.8012,90.0605,112.57
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.690000_200_100_.txt,0.0,0.0,0.795177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.300000_0.690000_200_500_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.300000_1000_100_.txt,106.487,100.897,134.009,242.85,78.7671,134.057,164.74,100.897,118.469,129.759,78.7671,159.649,106.562,100.897,105.166,95.354,78.7671,261.346,182.004,100.897,126.762,224.415,78.7671,164.226,78.8219
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.300000_1000_500_.txt,175.573,41.7037,54.5548,137.074,129.018,92.0307,129.018,41.7037,129.018,154.01,129.018,41.7037,34.4008,41.7037,129.018,262.639,129.018,187.252,129.018,41.7037,129.018,47.6065,129.018,24.7675,146.931
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.300000_200_100_.txt,11.4023,0.0,5.70115,35.6817,0.260583,17.1035,0.0,0.0,0.0,17.1035,0.260583,17.1035,17.364,0.0,17.364,0.0,0.260583,17.1035,31.4714,0.0,0.0,0.0,0.260583,17.1035,17.1035
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.300000_200_500_.txt,175.964,152.937,339.898,570.465,335.982,438.112,98.4688,152.937,775.647,304.488,335.982,205.398,174.264,152.937,421.082,168.117,335.982,433.733,146.539,152.937,354.033,188.883,335.982,327.044,220.424
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.450000_1000_100_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.450000_1000_500_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.450000_200_100_.txt,26.2361,0.0,8.57617,20.4752,13.449,26.6313,18.9897,0.0,26.4469,5.25332,13.449,23.021,13.449,0.0,0.0,5.10423,13.449,24.2431,17.9168,0.0,28.6709,0.0,13.449,13.8858,13.449
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.450000_200_500_.txt,4.86532,0.0,14.6577,0.0,0.0,27.9042,0.0,0.0,26.7629,0.0,0.0,18.8719,0.0,0.0,0.0,0.0,0.0,71.0892,0.0,0.0,0.0,0.0,0.0,0.0,27.1607
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.690000_1000_100_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.690000_1000_500_.txt,10.6662,0.202143,6.1047,2.46729,8.96242,4.31006,13.5701,0.202143,13.5701,8.72332,8.96242,2.9894,11.7,0.202143,11.1583,9.08833,8.96242,3.19385,13.5701,0.202143,8.66672,7.56013,8.96242,2.28017,8.96242
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.690000_200_100_.txt,0.0,0.0,0.0,0.0,0.0,2.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.450000_0.690000_200_500_.txt,60.4891,0.0,37.0018,0.0,38.0146,81.3203,20.2291,0.0,20.2291,0.0,38.0146,0.0,0.0,0.0,124.732,0.0,38.0146,0.0,119.505,0.0,0.0,119.505,38.0146,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.300000_1000_100_.txt,308.692,55.3873,352.175,462.075,640.37,102.815,435.344,55.3873,435.344,479.407,640.37,67.2214,476.688,55.3873,62.7499,442.707,640.37,55.3873,185.838,55.3873,56.1258,55.3873,640.37,55.3873,435.344
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.300000_1000_500_.txt,359.042,858.829,438.299,376.059,376.059,117.357,117.357,858.829,117.357,117.357,376.059,117.357,842.411,858.829,117.357,376.059,376.059,117.357,117.357,858.829,842.411,376.059,376.059,117.357,117.357
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.300000_200_100_.txt,79.1444,112.024,126.884,8.34328,47.7323,0.0,270.381,112.024,8.34328,31.1947,47.7323,0.0,0.0,112.024,47.7323,107.727,47.7323,0.0,103.68,112.024,16.5376,8.34328,47.7323,0.0,103.68
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.300000_200_500_.txt,41.2425,21.0263,54.0702,84.5195,81.0305,24.218,48.9145,21.0263,271.005,214.646,81.0305,24.5974,216.056,21.0263,222.308,83.7988,81.0305,24.5974,48.9145,21.0263,81.0305,258.547,81.0305,24.5974,91.5886
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.450000_1000_100_.txt,0.0,0.0,0.0,17.8122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9741,0.0,18.9741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.450000_1000_500_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.450000_200_100_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.450000_200_500_.txt,0.0,0.0,0.0,0.0,0.0,24.3336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.690000_1000_100_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.690000_1000_500_.txt,7.90329,23.7099,0.0,23.7099,0.0,23.7099,0.0,23.7099,0.0,0.0,0.0,23.7099,0.0,23.7099,0.0,0.0,0.0,23.7099,23.7099,23.7099,23.7099,0.0,0.0,23.7099,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.690000_200_100_.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.300000_0.690000_0.690000_200_500_.txt,0.0,0.0,1.76546,0.0,0.0,1.74261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.300000_1000_100_.txt,288.457,87.6809,300.222,411.329,158.303,205.828,175.008,87.6809,157.904,296.207,158.303,346.535,283.952,87.6809,84.0884,389.897,158.303,312.892,106.857,87.6809,138.106,185.1,158.303,329.196,91.8619
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.300000_1000_500_.txt,313.633,17.0233,156.27,482.403,481.015,108.912,403.562,17.0233,165.796,652.782,481.015,252.363,257.538,17.0233,226.274,549.256,481.015,94.2734,356.157,17.0233,247.524,143.147,481.015,144.897,252.843
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.300000_200_100_.txt,73.3429,176.536,112.799,147.06,66.2714,166.114,118.826,222.503,47.8629,61.4864,66.2714,109.969,28.0597,153.553,93.8273,181.61,66.2714,114.288,73.2687,222.503,73.8592,114.006,66.2714,109.285,58.1492
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.300000_200_500_.txt,444.818,367.744,354.304,525.887,277.614,734.681,387.201,386.651,325.51,503.808,277.614,578.084,181.634,386.651,228.558,399.351,277.614,515.042,374.429,386.651,310.703,533.679,277.614,664.361,206.05
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.450000_1000_100_.txt,20.1424,0.608278,71.1963,106.867,43.1223,113.189,74.7892,0.608278,11.3227,12.7295,43.1223,111.857,127.769,0.608278,45.476,139.584,43.1223,87.5575,124.407,0.608278,133.386,114.986,43.1223,269.321,123.689
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.450000_1000_500_.txt,267.06,31.8917,352.374,391.256,403.885,413.361,416.77,31.8917,261.348,88.8804,403.885,128.24,240.0,31.8917,261.324,260.882,403.885,215.558,260.678,31.8917,366.444,263.881,403.885,391.937,347.437
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.450000_200_100_.txt,45.4471,24.4524,67.1437,51.7429,11.387,172.343,93.7619,24.4524,16.6133,10.269,11.387,120.239,62.8984,24.4524,73.3471,59.8869,11.387,235.284,62.6956,24.4524,26.2666,103.278,11.387,172.139,35.681
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.450000_200_500_.txt,250.216,55.2583,391.519,501.414,318.204,478.729,344.671,55.2583,306.92,345.239,318.204,533.65,376.216,55.2583,227.161,347.751,318.204,288.25,531.781,55.2583,360.146,475.359,318.204,316.771,248.458
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.690000_1000_100_.txt,17.68,0.0,30.6677,0.0,28.7385,16.4658,0.227475,0.0,17.5531,31.8444,28.7385,0.0,51.0938,0.0,32.3364,43.7186,28.7385,53.0399,9.71524,0.0,4.44188,83.6513,28.7385,39.5538,65.3969
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.690000_1000_500_.txt,155.636,16.5404,125.406,184.8,136.297,149.827,163.175,13.2604,159.792,65.7026,136.297,141.076,101.786,13.2604,141.954,242.706,136.297,142.786,165.174,13.2604,52.6902,187.52,136.297,116.684,353.491
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.690000_200_100_.txt,19.2827,0.0,12.9912,0.0,0.485083,34.401,3.25508,0.0,0.0,1.47684,0.485083,57.6616,4.22603,0.0,0.485083,7.57795,0.485083,12.9779,16.0355,0.0,40.3863,0.0,0.485083,13.5278,2.87744
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.300000_0.690000_200_500_.txt,170.456,131.147,219.888,243.617,102.469,259.694,171.469,131.147,159.17,12.2629,102.469,230.983,136.06,131.147,55.4038,31.1923,102.469,33.345,118.615,131.147,84.4407,117.731,102.469,46.9098,132.394
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.450000_0.300000_1000_100_.txt,403.956,329.893,456.068,231.483,599.645,462.268,268.327,329.893,75.9462,348.644,599.645,151.004,355.809,329.893,296.875,593.509,599.645,291.008,625.398,329.893,471.794,155.749,599.645,215.044,549.252
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.450000_0.300000_1000_500_.txt,223.344,108.322,702.988,199.652,118.518,214.39,207.3,108.322,319.539,645.919,118.518,312.582,75.8922,108.322,258.948,473.686,118.518,123.152,544.274,108.322,183.414,357.781,118.518,164.302,352.597
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.450000_0.300000_200_100_.txt,209.578,138.649,181.398,158.965,145.038,120.284,130.592,65.1445,77.3377,80.9329,145.038,124.309,114.66,65.1445,44.3767,138.632,145.038,84.6725,99.9879,65.1445,132.694,142.365,145.038,139.405,77.6747
../../dataset_directory_big/50_40/2349008_50_40_0.450000_0.450000_0.300000_200_500_.txt,539.149,293.562,562.283,652.254,188.109,426.504,455.123,293.562,601.698,693.242,188.109,596.637,198.407,293.562,326.268,590.712,188.109,356.255,303.757,293.562,326.261,588.021,188.109,525.239,218.39
